sample_id,tinggi_cm,diameter_cm,jumlah_kanopi,minggu,plot
30,69,3.2,4,16,Plot 2B
31,72,3.3,5,16,Plot 2B
32,106,3.8,6,16,Plot 2B
33,108,4.4,6,16,Plot 2B
34,75,1.7,5,16,Plot 2B
35,76,1.9,4,16,Plot 2B
36,63,2.1,4,16,Plot 2B
37,70,4,5,16,Plot 2B
38,74,3,4,16,Plot 2B
39,52,2.9,3,16,Plot 2B
40,85,3.4,6,16,Plot 2B
41,63,2,3,16,Plot 2B
42,62,2.2,3,16,Plot 2B
43,55,2.8,4,16,Plot 2B
44,92,2.5,5,16,Plot 2B
45,61,2.7,4,16,Plot 2B
46,71,3.3,4,16,Plot 2B
47,77,2.9,4,16,Plot 2B
48,65,2.1,3,16,Plot 2B
49,80,2.4,4,16,Plot 2B
50,71,2.5,3,16,Plot 2B
1,71,3,5,17,Plot 2B
2,57,2.8,4,17,Plot 2B
3,65,3.1,5,17,Plot 2B
4,70,2.4,5,17,Plot 2B
5,69,2.2,5,17,Plot 2B
6,88,4,6,17,Plot 2B
7,80,2.5,6,17,Plot 2B
8,65,2.8,5,17,Plot 2B
9,68,2.9,4,17,Plot 2B
10,86,3.6,6,17,Plot 2B
11,73,3.8,5,17,Plot 2B
12,76,2,5,17,Plot 2B
13,77,2.6,5,17,Plot 2B
14,95,3.5,6,17,Plot 2B
15,74,3.2,5,17,Plot 2B
16,83,3.6,8,17,Plot 2B
17,61,3.4,5,17,Plot 2B
18,106,3.7,8,17,Plot 2B
19,60,3.3,5,17,Plot 2B
20,79,2.9,4,17,Plot 2B
21,108,3.8,8,17,Plot 2B
22,76,3.1,6,17,Plot 2B
23,77,2.1,5,17,Plot 2B
24,76,2.4,5,17,Plot 2B
25,54,3.2,4,17,Plot 2B
26,87,3.3,5,17,Plot 2B
27,61,2.4,5,17,Plot 2B
28,62,2.2,6,17,Plot 2B
29,114,4,8,17,Plot 2B
30,72,3.5,4,17,Plot 2B
31,75,3.6,5,17,Plot 2B
32,111,4,6,17,Plot 2B
33,113,4.6,6,17,Plot 2B
34,78,1.8,5,17,Plot 2B
35,80,2,4,17,Plot 2B
36,65,2.2,3,17,Plot 2B
37,73,4.2,5,17,Plot 2B
38,76,3.2,4,17,Plot 2B
39,54,3.1,2,17,Plot 2B
40,87,3.6,5,17,Plot 2B
41,66,2,3,17,Plot 2B
42,65,2.2,3,17,Plot 2B
43,57,2.5,3,17,Plot 2B
44,96,3.5,5,17,Plot 2B
45,63,2.9,4,17,Plot 2B
46,74,3.5,4,17,Plot 2B
47,80,3.2,4,17,Plot 2B
48,67,2.2,3,17,Plot 2B
49,83,2.7,4,17,Plot 2B
50,74,2.6,3,17,Plot 2B
1,72,3,5,18,Plot 2B
2,58,2.8,4,18,Plot 2B
3,66,3.1,5,18,Plot 2B
4,72,2.4,6,18,Plot 2B
5,71,2.2,5,18,Plot 2B
6,90,4,5,18,Plot 2B
7,80,2.5,6,18,Plot 2B
8,65,2.8,5,18,Plot 2B
9,68,2.9,4,18,Plot 2B
10,88,3.6,6,18,Plot 2B
11,75,4,5,18,Plot 2B
12,79,2.4,5,18,Plot 2B
13,80,2.6,5,18,Plot 2B
14,102,4.2,5,18,Plot 2B
15,78,3.2,5,18,Plot 2B
16,86,3.6,8,18,Plot 2B
17,62,3.4,5,18,Plot 2B
18,110,4.2,8,18,Plot 2B
19,60,3.3,5,18,Plot 2B
20,82,2.9,4,18,Plot 2B
21,112,3.8,7,18,Plot 2B
22,76,3.1,4,18,Plot 2B
23,77,2.1,4,18,Plot 2B
24,76,2.4,5,18,Plot 2B
25,54,3.2,4,18,Plot 2B
26,90,3.3,5,18,Plot 2B
27,63,2.4,5,18,Plot 2B
28,62,2.2,6,18,Plot 2B
29,121,4.4,7,18,Plot 2B
30,72,3.5,4,18,Plot 2B
31,75,3.6,5,18,Plot 2B
32,115,4.2,6,18,Plot 2B
33,118,5,6,18,Plot 2B
34,78,1.8,5,18,Plot 2B
35,80,2.4,4,18,Plot 2B
36,65,2.2,3,18,Plot 2B
37,73,4.2,5,18,Plot 2B
38,76,3.2,4,18,Plot 2B
39,56,3.1,2,18,Plot 2B
40,90,3.6,5,18,Plot 2B
41,68,2,3,18,Plot 2B
42,65,2.2,3,18,Plot 2B
43,57,2.5,3,18,Plot 2B
44,100,3.5,5,18,Plot 2B
45,63,2.9,4,18,Plot 2B
46,74,3.5,4,18,Plot 2B
47,80,3.2,4,18,Plot 2B
48,67,2.2,3,18,Plot 2B
49,83,2.7,4,18,Plot 2B
50,74,2.8,3,18,Plot 2B
1,74,3,5,19,Plot 2B
2,58,2.8,5,19,Plot 2B
3,68,3.1,5,19,Plot 2B
4,72,2.4,6,19,Plot 2B
5,72,2.2,5,19,Plot 2B
6,90,4,5,19,Plot 2B
7,80,2.5,6,19,Plot 2B
8,65,2.8,5,19,Plot 2B
9,68,2.9,4,19,Plot 2B
10,88,3.6,6,19,Plot 2B
11,79,4,5,19,Plot 2B
12,81,2.4,4,19,Plot 2B
13,82,2.6,5,19,Plot 2B
14,106,4.2,4,19,Plot 2B
15,74,3.2,5,19,Plot 2B
16,83,3.6,7,19,Plot 2B
17,61,3.4,5,19,Plot 2B
18,106,4.2,7,19,Plot 2B
19,60,3.3,5,19,Plot 2B
20,79,2.9,4,19,Plot 2B
21,116,3.8,7,19,Plot 2B
22,76,3.1,5,19,Plot 2B
23,77,2.1,4,19,Plot 2B
24,76,2.4,4,19,Plot 2B
25,54,3.2,4,19,Plot 2B
26,87,3.3,5,19,Plot 2B
27,64,2.4,4,19,Plot 2B
28,62,2.2,6,19,Plot 2B
29,126,4.4,7,19,Plot 2B
30,78,3.5,4,19,Plot 2B
31,75,3.6,5,19,Plot 2B
32,120,4.2,6,19,Plot 2B
33,124,5,5,19,Plot 2B
34,78,1.8,4,19,Plot 2B
35,80,2.4,4,19,Plot 2B
36,65,2.2,2,19,Plot 2B
37,73,4.2,4,19,Plot 2B
38,76,3.2,4,19,Plot 2B
39,58,3.1,2,19,Plot 2B
40,87,3.6,5,19,Plot 2B
41,70,2,3,19,Plot 2B
42,65,2.2,3,19,Plot 2B
43,57,2.5,3,19,Plot 2B
44,102,3.5,5,19,Plot 2B
45,65,2.9,4,19,Plot 2B
46,74,3.5,4,19,Plot 2B
47,80,3.2,4,19,Plot 2B
48,67,2.2,3,19,Plot 2B
49,83,2.7,4,19,Plot 2B
50,74,2.8,3,19,Plot 2B
1,75,3.2,6,20,Plot 2B
2,60,3,4,20,Plot 2B
3,68,3.6,5,20,Plot 2B
4,75,2.7,6,20,Plot 2B
5,74,2.3,5,20,Plot 2B
6,95,4.2,5,20,Plot 2B
7,83,2.6,6,20,Plot 2B
8,67,2.9,5,20,Plot 2B
9,71,3.1,4,20,Plot 2B
10,93,4,7,20,Plot 2B
11,78,4.2,5,20,Plot 2B
12,82,2.5,5,20,Plot 2B
13,83,2.7,5,20,Plot 2B
14,106,4.4,5,20,Plot 2B
15,80,3.4,5,20,Plot 2B
16,91,3.8,8,20,Plot 2B
17,64,3.6,5,20,Plot 2B
18,116,4.4,8,20,Plot 2B
19,62,3.5,5,20,Plot 2B
20,85,3.3,4,20,Plot 2B
21,117,4,7,20,Plot 2B
22,79,3.3,4,20,Plot 2B
23,80,2.2,4,20,Plot 2B
24,79,2.5,5,20,Plot 2B
25,56,3.3,4,20,Plot 2B
26,94,3.6,5,20,Plot 2B
27,65,2.5,5,20,Plot 2B
28,64,2.4,6,20,Plot 2B
29,127,4.7,7,20,Plot 2B
30,74,3.7,4,20,Plot 2B
31,79,3.8,5,20,Plot 2B
32,121,4.4,6,20,Plot 2B
33,124,5.3,6,20,Plot 2B
34,81,1.9,5,20,Plot 2B
35,83,2.5,4,20,Plot 2B
36,67,2.3,3,20,Plot 2B
37,76,4.4,5,20,Plot 2B
38,79,3.4,4,20,Plot 2B
39,57,3.4,2,20,Plot 2B
40,94,3.8,5,20,Plot 2B
41,72,2.1,3,20,Plot 2B
42,69,2.3,3,20,Plot 2B
43,59,2.6,3,20,Plot 2B
44,104,3.7,5,20,Plot 2B
45,65,3.3,4,20,Plot 2B
46,78,4,4,20,Plot 2B
47,85,3.4,4,20,Plot 2B
48,69,2.3,3,20,Plot 2B
49,89,2.9,4,20,Plot 2B
50,78,2.9,3,20,Plot 2B
1,75,3.3,6,21,Plot 2B
2,61,3.1,4,21,Plot 2B
3,69,3.9,6,21,Plot 2B
4,75,2.8,6,21,Plot 2B
5,74,2.4,5,21,Plot 2B
6,95,4.5,6,21,Plot 2B
7,84,2.7,7,21,Plot 2B
8,69,3,5,21,Plot 2B
9,71,3.2,4,21,Plot 2B
10,93,4.2,7,21,Plot 2B
11,78,4.6,6,21,Plot 2B
12,83,2.7,6,21,Plot 2B
13,84,2.9,6,21,Plot 2B
14,107,4.7,5,21,Plot 2B
15,82,3.5,6,21,Plot 2B
16,91,4,9,21,Plot 2B
17,65,3.8,6,21,Plot 2B
18,116,4.7,9,21,Plot 2B
19,63,3.7,5,21,Plot 2B
20,86,3.3,4,21,Plot 2B
21,118,4.2,8,21,Plot 2B
22,80,3.4,4,21,Plot 2B
23,80,2.3,4,21,Plot 2B
24,80,2.7,6,21,Plot 2B
25,57,3.5,4,21,Plot 2B
26,95,3.7,6,21,Plot 2B
27,66,2.6,5,21,Plot 2B
28,65,2.5,6,21,Plot 2B
29,128,4.9,8,21,Plot 2B
30,76,3.9,4,21,Plot 2B
31,79,4,6,21,Plot 2B
32,121,4.7,7,21,Plot 2B
33,125,5.6,7,21,Plot 2B
34,82,2,5,21,Plot 2B
35,85,2.7,4,21,Plot 2B
36,68,2.4,3,21,Plot 2B
37,77,4.7,6,21,Plot 2B
38,81,3.6,4,21,Plot 2B
39,59,3.6,2,21,Plot 2B
40,94,4,6,21,Plot 2B
41,73,2.2,3,21,Plot 2B
42,68,2.4,3,21,Plot 2B
43,60,2.8,3,21,Plot 2B
44,105,3.9,5,21,Plot 2B
45,66,3.3,4,21,Plot 2B
46,79,4.1,4,21,Plot 2B
47,88,3.5,4,21,Plot 2B
48,71,2.4,3,21,Plot 2B
49,90,3,4,21,Plot 2B
50,80,3.1,3,21,Plot 2B
1,80,3.5,6,22,Plot 2B
2,65,3.3,5,22,Plot 2B
3,73,3.8,6,22,Plot 2B
4,80,3,7,22,Plot 2B
5,79,2.6,5,22,Plot 2B
6,98,4.7,6,22,Plot 2B
7,88,2.8,7,22,Plot 2B
8,72,3.2,5,22,Plot 2B
9,76,3.4,5,22,Plot 2B
10,96,4.4,7,22,Plot 2B
11,83,4.7,6,22,Plot 2B
12,88,2.8,6,22,Plot 2B
13,87,3,6,22,Plot 2B
14,110,4.9,5,22,Plot 2B
15,86,3.7,6,22,Plot 2B
16,94,4.2,9,22,Plot 2B
17,68,4,6,22,Plot 2B
18,120,4.9,9,22,Plot 2B
19,65,4,4,22,Plot 2B
20,91,3.5,3,22,Plot 2B
21,122,4.4,8,22,Plot 2B
22,85,3.6,4,22,Plot 2B
23,85,2.4,4,22,Plot 2B
24,82,2.8,6,22,Plot 2B
25,59,3.7,5,22,Plot 2B
26,97,3.9,6,22,Plot 2B
27,69,2.7,5,22,Plot 2B
28,69,2.7,6,22,Plot 2B
29,133,5.2,8,22,Plot 2B
30,79,4.1,5,22,Plot 2B
31,85,4.2,6,22,Plot 2B
32,126,4.9,7,22,Plot 2B
33,128,5.9,7,22,Plot 2B
34,86,2,5,22,Plot 2B
35,87,2.8,5,22,Plot 2B
36,71,2.5,3,22,Plot 2B
37,80,4.9,6,22,Plot 2B
38,86,3.7,5,22,Plot 2B
39,60,3.7,2,22,Plot 2B
40,96,4.2,6,22,Plot 2B
41,78,2.3,3,22,Plot 2B
42,73,2.5,3,22,Plot 2B
43,62,2.9,3,22,Plot 2B
44,108,4.1,5,22,Plot 2B
45,68,3.5,4,22,Plot 2B
46,83,4.3,5,22,Plot 2B
47,92,3.7,5,22,Plot 2B
48,74,2.5,3,22,Plot 2B
49,93,3.2,4,22,Plot 2B
50,83,3.3,3,22,Plot 2B
1,80,3.7,7,23,Plot 2B
2,66,3.5,5,23,Plot 2B
3,73,4,6,23,Plot 2B
4,81,3.1,7,23,Plot 2B
5,79,2.7,5,23,Plot 2B
6,103,4.9,6,23,Plot 2B
7,90,2.9,7,23,Plot 2B
8,73,3.3,5,23,Plot 2B
9,77,3.6,5,23,Plot 2B
10,101,4.6,8,23,Plot 2B
11,84,5,6,23,Plot 2B
12,90,2.9,6,23,Plot 2B
13,90,3.2,6,23,Plot 2B
14,116,5.2,5,23,Plot 2B
15,87,3.9,6,23,Plot 2B
16,99,4.4,10,23,Plot 2B
17,70,4.2,6,23,Plot 2B
18,127,5.2,10,23,Plot 2B
19,66,4.1,4,23,Plot 2B
20,92,3.7,3,23,Plot 2B
21,128,4.7,9,23,Plot 2B
22,86,3.7,4,23,Plot 2B
23,85,2.5,4,23,Plot 2B
24,85,2.9,6,23,Plot 2B
25,61,3.9,5,23,Plot 2B
26,103,4.1,6,23,Plot 2B
27,71,2.9,5,23,Plot 2B
28,70,2.8,6,23,Plot 2B
29,139,5.4,9,23,Plot 2B
30,80,4.3,5,23,Plot 2B
31,85,4.5,6,23,Plot 2B
32,132,5.2,7,23,Plot 2B
33,136,6.2,7,23,Plot 2B
34,87,2.1,5,23,Plot 2B
35,90,2.9,5,23,Plot 2B
36,72,2.6,3,23,Plot 2B
37,82,5.2,6,23,Plot 2B
38,87,3.9,5,23,Plot 2B
39,62,4,2,23,Plot 2B
40,101,4.4,6,23,Plot 2B
41,79,2.4,4,23,Plot 2B
42,73,2.6,4,23,Plot 2B
43,63,3.1,3,23,Plot 2B
44,114,4.3,5,23,Plot 2B
45,69,3.7,5,23,Plot 2B
46,85,4.5,5,23,Plot 2B
47,92,3.9,5,23,Plot 2B
48,76,2.6,4,23,Plot 2B
49,97,3.3,4,23,Plot 2B
50,84,3.4,4,23,Plot 2B
1,81,3.8,7,24,Plot 2B
2,66,3.6,5,24,Plot 2B
3,74,4.5,6,24,Plot 2B
4,82,3.3,7,24,Plot 2B
5,80,2.8,5,24,Plot 2B
6,105,5.2,6,24,Plot 2B
7,90,3.1,7,24,Plot 2B
8,73,3.4,5,24,Plot 2B
9,78,3.7,5,24,Plot 2B
10,103,4.8,8,24,Plot 2B
11,85,5.2,6,24,Plot 2B
12,91,3.1,6,24,Plot 2B
13,92,3.3,6,24,Plot 2B
14,118,5.4,5,24,Plot 2B
15,88,4.1,6,24,Plot 2B
16,102,4.6,10,24,Plot 2B
17,70,4.4,6,24,Plot 2B
18,131,5.4,10,24,Plot 2B
19,66,4.3,4,24,Plot 2B
20,93,3.8,3,24,Plot 2B
21,131,4.9,9,24,Plot 2B
22,87,3.9,4,24,Plot 2B
23,86,2.6,4,24,Plot 2B
24,86,3,6,24,Plot 2B
25,60,4,5,24,Plot 2B
26,106,4.3,6,24,Plot 2B
27,71,3,5,24,Plot 2B
28,70,2.9,6,24,Plot 2B
29,143,5.7,9,24,Plot 2B
30,80,4.5,5,24,Plot 2B
31,86,4.7,6,24,Plot 2B
32,136,5.4,8,24,Plot 2B
33,140,6.5,8,24,Plot 2B
34,88,2.2,5,24,Plot 2B
35,94,3.1,5,24,Plot 2B
36,72,2.7,3,24,Plot 2B
37,83,5.4,6,24,Plot 2B
38,88,4.1,5,24,Plot 2B
39,61,4.2,2,24,Plot 2B
40,103,4.6,6,24,Plot 2B
41,80,2.5,4,24,Plot 2B
42,74,2.7,4,24,Plot 2B
43,63,3.2,3,24,Plot 2B
44,116,4.5,5,24,Plot 2B
45,69,3.7,5,24,Plot 2B
46,85,4.8,5,24,Plot 2B
47,93,4.1,5,24,Plot 2B
48,76,2.7,4,24,Plot 2B
49,99,3.5,4,24,Plot 2B
50,85,3.6,4,24,Plot 2B
1,82,4,7,25,Plot 2B
2,68,3.7,5,25,Plot 2B
3,75,4.2,6,25,Plot 2B
4,84,3.2,7,25,Plot 2B
5,82,2.8,5,25,Plot 2B
6,108,5.1,6,25,Plot 2B
7,92,3,7,25,Plot 2B
8,75,3.4,5,25,Plot 2B
9,80,3.8,5,25,Plot 2B
10,106,4.8,8,25,Plot 2B
11,86,5.2,6,25,Plot 2B
12,93,3,6,25,Plot 2B
13,93,3.3,6,25,Plot 2B
14,120,5.4,5,25,Plot 2B
15,91,4.1,6,25,Plot 2B
16,105,4.6,10,25,Plot 2B
17,72,4.4,6,25,Plot 2B
18,134,5.4,10,25,Plot 2B
19,68,4.3,4,25,Plot 2B
20,95,3.8,3,25,Plot 2B
21,133,4.9,9,25,Plot 2B
22,89,3.8,4,25,Plot 2B
23,87,2.6,4,25,Plot 2B
24,88,3,6,25,Plot 2B
25,63,4.1,5,25,Plot 2B
26,108,4.3,6,25,Plot 2B
27,73,3,5,25,Plot 2B
28,72,2.9,6,25,Plot 2B
29,144,5.7,9,25,Plot 2B
30,83,4.5,5,25,Plot 2B
31,89,4.8,6,25,Plot 2B
32,137,5.4,7,25,Plot 2B
33,141,6.5,7,25,Plot 2B
34,90,2.2,5,25,Plot 2B
35,97,3,5,25,Plot 2B
36,74,2.7,3,25,Plot 2B
37,85,5.4,6,25,Plot 2B
38,90,4.1,5,25,Plot 2B
39,63,4.1,2,25,Plot 2B
40,106,4.6,6,25,Plot 2B
41,83,2.5,4,25,Plot 2B
42,76,2.7,4,25,Plot 2B
43,65,3.2,3,25,Plot 2B
44,119,4.5,5,25,Plot 2B
45,71,3.8,5,25,Plot 2B
46,88,4.7,5,25,Plot 2B
47,96,4.1,5,25,Plot 2B
48,78,2.7,4,25,Plot 2B
49,101,3.4,4,25,Plot 2B
50,87,3.5,4,25,Plot 2B
1,85,4.1,7,26,Plot 2B
2,70,3.8,5,26,Plot 2B
3,77,4.4,6,26,Plot 2B
4,86,3.4,8,26,Plot 2B
5,84,2.9,5,26,Plot 2B
6,112,5.3,6,26,Plot 2B
7,95,3.1,8,26,Plot 2B
8,77,3.5,5,26,Plot 2B
9,82,3.9,5,26,Plot 2B
10,109,5,8,26,Plot 2B
11,89,5.4,6,26,Plot 2B
12,96,3.1,6,26,Plot 2B
13,96,3.5,7,26,Plot 2B
14,124,5.7,5,26,Plot 2B
15,94,4.2,6,26,Plot 2B
16,108,4.8,11,26,Plot 2B
17,74,4.6,7,26,Plot 2B
18,138,5.7,11,26,Plot 2B
19,69,4.5,4,26,Plot 2B
20,97,4,3,26,Plot 2B
21,137,5.1,10,26,Plot 2B
22,92,4,4,26,Plot 2B
23,90,2.7,4,26,Plot 2B
24,90,3.1,6,26,Plot 2B
25,64,4.2,5,26,Plot 2B
26,112,4.4,6,26,Plot 2B
27,75,3.1,5,26,Plot 2B
28,74,3,6,26,Plot 2B
29,150,5.9,10,26,Plot 2B
30,84,4.7,5,26,Plot 2B
31,91,5,6,26,Plot 2B
32,142,5.7,8,26,Plot 2B
33,147,6.8,8,26,Plot 2B
34,92,2.3,5,26,Plot 2B
35,98,3.2,5,26,Plot 2B
36,76,2.8,3,26,Plot 2B
37,87,5.7,6,26,Plot 2B
38,93,4.2,5,26,Plot 2B
39,65,4.3,2,26,Plot 2B
40,108,4.8,6,26,Plot 2B
41,85,2.6,4,26,Plot 2B
42,78,2.8,4,26,Plot 2B
43,66,3.4,3,26,Plot 2B
44,123,4.7,5,26,Plot 2B
45,73,4,5,26,Plot 2B
46,90,4.9,5,26,Plot 2B
47,99,4.2,5,26,Plot 2B
48,80,2.8,4,26,Plot 2B
49,105,3.6,4,26,Plot 2B
50,90,3.7,4,26,Plot 2B
1,87,4.3,8,27,Plot 2B
2,72,4,6,27,Plot 2B
3,79,4.5,7,27,Plot 2B
4,88,3.5,8,27,Plot 2B
5,87,3,5,27,Plot 2B
6,116,5.6,7,27,Plot 2B
7,98,3.2,8,27,Plot 2B
8,79,3.7,5,27,Plot 2B
9,84,4.1,6,27,Plot 2B
10,113,5.2,9,27,Plot 2B
11,92,5.7,7,27,Plot 2B
12,99,3.3,7,27,Plot 2B
13,99,3.6,7,27,Plot 2B
14,128,5.9,5,27,Plot 2B
15,96,4.4,7,27,Plot 2B
16,112,5,11,27,Plot 2B
17,76,4.8,7,27,Plot 2B
18,144,5.9,11,27,Plot 2B
19,71,4.7,4,27,Plot 2B
20,100,4.1,3,27,Plot 2B
21,142,5.3,10,27,Plot 2B
22,94,4.2,4,27,Plot 2B
23,92,2.8,4,27,Plot 2B
24,93,3.3,7,27,Plot 2B
25,66,4.4,6,27,Plot 2B
26,116,4.6,7,27,Plot 2B
27,77,3.2,6,27,Plot 2B
28,76,3.1,6,27,Plot 2B
29,155,6.2,10,27,Plot 2B
30,87,4.9,6,27,Plot 2B
31,94,5.2,7,27,Plot 2B
32,147,5.9,8,27,Plot 2B
33,152,7.1,8,27,Plot 2B
34,95,2.3,5,27,Plot 2B
35,102,3.3,6,27,Plot 2B
36,78,2.9,3,27,Plot 2B
37,90,5.9,7,27,Plot 2B
38,96,4.4,6,27,Plot 2B
39,66,4.5,2,27,Plot 2B
40,112,5,7,27,Plot 2B
41,89,2.7,4,27,Plot 2B
42,81,2.9,4,27,Plot 2B
43,68,3.5,3,27,Plot 2B
44,127,4.9,5,27,Plot 2B
45,74,4.2,5,27,Plot 2B
46,93,5.1,6,27,Plot 2B
47,102,4.4,5,27,Plot 2B
48,83,2.9,4,27,Plot 2B
49,108,3.7,4,27,Plot 2B
50,92,3.8,4,27,Plot 2B
1,89,4.4,8,28,Plot 2B
2,74,4.1,6,28,Plot 2B
3,81,4.7,7,28,Plot 2B
4,91,3.7,8,28,Plot 2B
5,89,3.2,5,28,Plot 2B
6,119,5.8,7,28,Plot 2B
7,100,3.4,8,28,Plot 2B
8,81,3.8,5,28,Plot 2B
9,87,4.2,6,28,Plot 2B
10,116,5.4,9,28,Plot 2B
11,94,5.9,7,28,Plot 2B
12,102,3.4,7,28,Plot 2B
13,102,3.7,7,28,Plot 2B
14,131,6.1,5,28,Plot 2B
15,99,4.6,7,28,Plot 2B
16,116,5.2,12,28,Plot 2B
17,78,4.9,7,28,Plot 2B
18,149,6.1,12,28,Plot 2B
19,72,4.9,4,28,Plot 2B
20,103,4.3,3,28,Plot 2B
21,146,5.5,10,28,Plot 2B
22,97,4.3,4,28,Plot 2B
23,94,2.9,4,28,Plot 2B
24,95,3.4,7,28,Plot 2B
25,67,4.6,6,28,Plot 2B
26,120,4.8,7,28,Plot 2B
27,79,3.3,6,28,Plot 2B
28,78,3.2,6,28,Plot 2B
29,160,6.4,11,28,Plot 2B
30,89,5.1,6,28,Plot 2B
31,96,5.4,7,28,Plot 2B
32,152,6.1,8,28,Plot 2B
33,157,7.4,8,28,Plot 2B
34,97,2.4,5,28,Plot 2B
35,104,3.4,6,28,Plot 2B
36,79,3,3,28,Plot 2B
37,92,6.1,7,28,Plot 2B
38,99,4.6,6,28,Plot 2B
39,68,4.7,2,28,Plot 2B
40,115,5.2,7,28,Plot 2B
41,91,2.8,5,28,Plot 2B
42,83,3,5,28,Plot 2B
43,70,3.6,3,28,Plot 2B
44,131,5,5,28,Plot 2B
45,76,4.3,6,28,Plot 2B
46,95,5.3,6,28,Plot 2B
47,105,4.6,6,28,Plot 2B
48,85,3,5,28,Plot 2B
49,112,3.9,4,28,Plot 2B
50,95,4,5,28,Plot 2B
1,91,4.6,8,29,Plot 2B
2,76,4.3,6,29,Plot 2B
3,83,4.9,7,29,Plot 2B
4,94,3.8,9,29,Plot 2B
5,91,3.3,5,29,Plot 2B
6,123,6,7,29,Plot 2B
7,102,3.5,8,29,Plot 2B
8,83,3.9,5,29,Plot 2B
9,90,4.4,6,29,Plot 2B
10,120,5.6,10,29,Plot 2B
11,96,6.1,7,29,Plot 2B
12,105,3.5,7,29,Plot 2B
13,105,3.9,7,29,Plot 2B
14,135,6.4,5,29,Plot 2B
15,102,4.7,7,29,Plot 2B
16,120,5.4,12,29,Plot 2B
17,80,5.1,7,29,Plot 2B
18,154,6.4,12,29,Plot 2B
19,74,5,4,29,Plot 2B
20,106,4.5,3,29,Plot 2B
21,151,5.7,11,29,Plot 2B
22,100,4.5,4,29,Plot 2B
23,96,3,4,29,Plot 2B
24,98,3.5,7,29,Plot 2B
25,69,4.7,6,29,Plot 2B
26,124,5,7,29,Plot 2B
27,81,3.4,6,29,Plot 2B
28,80,3.3,6,29,Plot 2B
29,165,6.7,11,29,Plot 2B
30,91,5.2,6,29,Plot 2B
31,99,5.6,7,29,Plot 2B
32,157,6.4,8,29,Plot 2B
33,163,7.7,8,29,Plot 2B
34,100,2.5,5,29,Plot 2B
35,108,3.5,6,29,Plot 2B
36,81,3.1,3,29,Plot 2B
37,95,6.3,7,29,Plot 2B
38,102,4.7,6,29,Plot 2B
39,69,4.8,2,29,Plot 2B
40,119,5.4,7,29,Plot 2B
41,94,2.9,5,29,Plot 2B
42,85,3.1,5,29,Plot 2B
43,71,3.8,3,29,Plot 2B
44,135,5.2,5,29,Plot 2B
45,77,4.5,6,29,Plot 2B
46,98,5.5,6,29,Plot 2B
47,108,4.7,6,29,Plot 2B
48,87,3.1,5,29,Plot 2B
49,115,4,4,29,Plot 2B
50,98,4.1,5,29,Plot 2B
